id,path,text_spt,text_original,ref_normalized,hyp_normalized,wer,sequence_similarity,duration,sentence_checked
26,08562.wav,"Birinchisi, yana boya aytganimdek, noaniq javoblar. Ya'ni sizdan biror bir texnik savolni so'raganda, u noaniqlik, u savollarga to'g'ri javob bermasdan aylantirib yurishingiz juda ham yaxshi ko'rinmaydi. O'shaning uchun aniq javoblarga e'tibor berishingiz kerak.","Birinchisi, yana boya aytganimdek, noaniq javoblar. Ya'ni sizdan biror bir texnik savolni so'raganda, a, u noaniqlik, u savollarga to'g'ri javob bermasdan, aylantirib yurishingiz juda ham yaxshi ko'rinmaydi. O'shaning uchun aniq javoblarga e'tibor berishingiz kerak.",birinchisi yana boya aytganimdek noaniq javoblar ya'ni sizdan biror bir texnik savolni so'raganda u noaniqlik u savollarga to'g'ri javob bermasdan aylantirib yurishingiz juda ham yaxshi ko'rinmaydi o'shaning uchun aniq javoblarga e'tibor berishingiz kerak,birinchisi yana boya aytganimdek noaniq javoblar ya'ni sizdan biror bir texnik savolni so'raganda a u noaniqlik u savollarga to'g'ri javob bermasdan aylantirib yurishingiz juda ham yaxshi ko'rinmaydi o'shaning uchun aniq javoblarga e'tibor berishingiz kerak,0.0303,0.9961,17.69,"Birinchisi, yana boya aytganimdek, noaniq javoblar. Ya'ni sizdan biror bir texnik savolni so'raganda, u noaniqlik, u savollarga to'g'ri javob bermasdan aylantirib yurishingiz juda ham yaxshi ko'rinmaydi. O'shaning uchun aniq javoblarga e'tibor berishingiz kerak."
27,11377.wav,va asosiy support qiladigan insonlar ham frameworkni chiqargan insonlar ham xitoyliklar bo'lgani uchun,"tiladi va asosiy support qiladigan insonlar ham, frameworkni chiqargan insonlar ham Xitoyliklar bo'lgani uchun",va asosiy support qiladigan insonlar ham frameworkni chiqargan insonlar ham xitoyliklar bo'lgani uchun,tiladi va asosiy support qiladigan insonlar ham frameworkni chiqargan insonlar ham xitoyliklar bo'lgani uchun,0.0769,0.9668,7.792,va asosiy support qiladigan insonlar ham frameworkni chiqargan insonlar ham xitoyliklar bo'lgani uchun
28,16909.wav,"Juda ham stress bo'ldi. Birinchi marta topshirishim vaqt yetmaydi. Insho yozaman deyman, hech hayolga fikr kelmaydi. Nima qilishni bilmayman. O'zim tayyorlanganman hammasiga, o'zim shug'ullanib topshirganman va 6 ball olib chiqqanman. Rosa xafa bo'lganman, ya'ni yaxshi natija ola olmadim deb. Keyin endi bu safar ustoz kerak menga deganman, ya'ni","juda ham stress boʻldi. Birinchi marta topshirishim vaqt yetmayapti. Insho yozaman deyman, hech hayolga fikr kelmaydi. Nima qilishni bilmayman. Oʻzim tayyorlanganman. Hammasiga oʻzim shugʻullanib topshirganman va olti ball olib chiqqanman. Rosa xafa boʻlganman. Yaʼni, yaxshi natija ololmadim deb. Keyin, endi bu safar ustoz kerak menga deganman. Yaʼni,",juda ham stress bo'ldi birinchi marta topshirishim vaqt yetmaydi insho yozaman deyman hech hayolga fikr kelmaydi nima qilishni bilmayman o'zim tayyorlanganman hammasiga o'zim shug'ullanib topshirganman va olti ball olib chiqqanman rosa xafa bo'lganman ya'ni yaxshi natija ola olmadim deb keyin endi bu safar ustoz kerak menga deganman ya'ni,juda ham stress bo'ldi birinchi marta topshirishim vaqt yetmayapti insho yozaman deyman hech hayolga fikr kelmaydi nima qilishni bilmayman o'zim tayyorlanganman hammasiga o'zim shug'ullanib topshirganman va olti ball olib chiqqanman rosa xafa bo'lganman ya'ni yaxshi natija ololmadim deb keyin endi bu safar ustoz kerak menga deganman ya'ni,0.0625,0.9912,19.792,"Juda ham stress bo'ldi. Birinchi marta topshirishim vaqt yetmaydi-da. Insho yozaman deyman, hech hayolga fikr kelmaydi. Nima qilishni bilmayman. O'zim tayyorlanganman hammasiga, o'zim shug'ullanib topshirganman va 6 ball olib chiqqanman. Rosa xafa bo'lganman, ya'ni yaxshi natija ola olmadim deb. Keyin endi bu safar ustoz kerak menga deganman, ya'ni"
29,17805.wav,"Faqatgina katta ekranlarda chiroyli ko'rinadigan qilamiz. Bu narsani joyiga yetkazib olganimizdan keyin, to'g'rilab olganimizdan keyingina kichkina ekraniga moslashadigan sayt ham tuzishni o'rganib chiqamiz. Kichkina ekranga sayt tuzishni o'rganganimizdan keyin, Sass degan preprotsessor bor.","faqatgina katta ekranlarda chiroyli ko'rinadigan qilamiz. U narsani joyiga yetkazib olganimizdan keyin, to'g'irlab olganimizdan keyingina kichkina ekranga moslashadigan sayt ham tuzishni o'rganib chiqamiz. Kichkina ekranga sayt tuzishni o'rganganimizdan keyin sass degan preprotsessor bor.",faqatgina katta ekranlarda chiroyli ko'rinadigan qilamiz bu narsani joyiga yetkazib olganimizdan keyin to'g'rilab olganimizdan keyingina kichkina ekraniga moslashadigan sayt ham tuzishni o'rganib chiqamiz kichkina ekranga sayt tuzishni o'rganganimizdan keyin sass degan preprotsessor bor,faqatgina katta ekranlarda chiroyli ko'rinadigan qilamiz u narsani joyiga yetkazib olganimizdan keyin to'g'irlab olganimizdan keyingina kichkina ekranga moslashadigan sayt ham tuzishni o'rganib chiqamiz kichkina ekranga sayt tuzishni o'rganganimizdan keyin sass degan preprotsessor bor,0.0909,0.8462,18.309375,"Faqatgina katta ekranlarda chiroyli ko'rinadigan qilamiz. Bu narsani joyiga yetkazib olganimizdan keyin, to'g'rilab olganimizdan keyingina kichkina ekranlarga moslashadigan sayt ham tuzishni o'rganib chiqamiz. Kichkina ekranga sayt tuzishni o'rganganimizdan keyin, Sass degan preprotsessor bor."
30,01487.wav,"In the past that you've chosen. So you are like, so I am winning, it means like I am on the right track. I'm going on the right track. So like there's nothing I should change about myself. So it's like perfect. So it was like the most rewarding part.","in the path that you've chosen. So you are like, so I am winning, it means like I am on the right track, I'm going on the right track. So like there's nothing I should change about myself, so it's like perfect. So it was like the most rewarding part.",in the past that you've chosen so you are like so i am winning it means like i am on the right track i'm going on the right track so like there's nothing i should change about myself so it's like perfect so it was like the most rewarding part,in the path that you've chosen so you are like so i am winning it means like i am on the right track i'm going on the right track so like there's nothing i should change about myself so it's like perfect so it was like the most rewarding part,0.02,0.9917,18.405375,
31,10175.wav,"tayyor mutaxassislar hisoblanishadi. Onlayn ta'limni afzalliklari shundan iboratki, siz dunyoning har xohlagan nuqtasidan turib o'rganishingiz mumkin bo'ladi va o'zingizni vaqtingizga qarab","tayyor mutaxassislar hisoblanishadi. Onlayn ta'limni afzalliklari shundan iboratki, siz dunyoni har xohlagan nuqtasidan turib o'rganishingiz mumkin bo'ladi va o'zingizni vaqtingizga qarab",tayyor mutaxassislar hisoblanishadi onlayn ta'limni afzalliklari shundan iboratki siz dunyoning har xohlagan nuqtasidan turib o'rganishingiz mumkin bo'ladi va o'zingizni vaqtingizga qarab,tayyor mutaxassislar hisoblanishadi onlayn ta'limni afzalliklari shundan iboratki siz dunyoni har xohlagan nuqtasidan turib o'rganishingiz mumkin bo'ladi va o'zingizni vaqtingizga qarab,0.0476,0.9946,12.3,"tayyor mutaxassislar hisoblanishadi. Onlayn ta'limni afzalliklari shundan iboratki, siz dunyoning har xohlagan nuqtasidan turib o'rganishingiz mumkin bo'ladi va o'zingizni vaqtingizga qarab"
32,11299.wav,Bu umumiy qisqagina ma'lumot bo'ldi. Endi o'qituvchilarimizni tajribalari bilan ozgina detallari bilan tanishib o'tadigan bo'lsak.,"Bu umumiy hisobdagina ma'lumot bo'ldi. Endi o'qituvchilarimizni tajribalari bilan, ozgina detallari bilan tanishib o'tadigan bo'lsak.",bu umumiy qisqagina ma'lumot bo'ldi endi o'qituvchilarimizni tajribalari bilan ozgina detallari bilan tanishib o'tadigan bo'lsak,bu umumiy hisobdagina ma'lumot bo'ldi endi o'qituvchilarimizni tajribalari bilan ozgina detallari bilan tanishib o'tadigan bo'lsak,0.0667,0.9767,9.541375,Bu umumiy qisqagina ma'lumot bo'ldi. Endi o'qituvchilarimizni tajribalari bilan ozgina detallari bilan tanishib o'tadigan bo'lsak.
33,06162.wav,"Bu ya'ni asob biz undan oldingi asoslarni bilib olganingizdan keyin mana bu freymvorklarni yaxshilab o'rgansangiz bo'ladi. Ichiga kiramiz, bekloklarni ichiga kiramiz, sprintlarni qanday bo'lishligi, user storylar haqida gaplashamiz.","Bu ya'ni asob biz undan oldingi asoslarni bilib olganingizdan keyin, mana bu frameworklarni yaxshilab o'rgansangiz bo'ladi. ichiga kiramiz. backloglarni ichiga kiramiz, sprintlarni qanday bo'lishligi, user storylar haqida gaplashamiz.",bu ya'ni asob biz undan oldingi asoslarni bilib olganingizdan keyin mana bu freymvorklarni yaxshilab o'rgansangiz bo'ladi ichiga kiramiz bekloklarni ichiga kiramiz sprintlarni qanday bo'lishligi user storylar haqida gaplashamiz,bu ya'ni asob biz undan oldingi asoslarni bilib olganingizdan keyin mana bu frameworklarni yaxshilab o'rgansangiz bo'ladi ichiga kiramiz backloglarni ichiga kiramiz sprintlarni qanday bo'lishligi user storylar haqida gaplashamiz,0.0714,0.6022,18.3946875,"Bu ya'ni asob biz undan oldingi asoslarni bilib olganingizdan keyin, mana bu frameworklarni yaxshilab o'rgansangiz bo'ladi. ichiga kiramiz. backloglarni ichiga kiramiz, sprintlarni qanday bo'lishligi, user storylar haqida gaplashamiz."
34,20247.wav,Va mana bu primary key deb turgani siz SQL ishlatayotganingizgacha ko'rsatib turibdi. Buni misol uchun hakerlar yoki ma'lum bir shaxslar qo'liga tushib qolsa,"va mana bu primary key deb turgani siz SQL ishlatayotganingizgacha ko'rsatib turibdi. Buni misol uchun hackerlar yoki ma'lum bir shaxslar qo'liga tushib qolsa,",va mana bu primary key deb turgani siz sql ishlatayotganingizgacha ko'rsatib turibdi buni misol uchun hakerlar yoki ma'lum bir shaxslar qo'liga tushib qolsa,va mana bu primary key deb turgani siz sql ishlatayotganingizgacha ko'rsatib turibdi buni misol uchun hackerlar yoki ma'lum bir shaxslar qo'liga tushib qolsa,0.0435,0.9968,16.587375,Va mana bu primary key deb turgani siz SQL ishlatayotganingizgacha ko'rsatib turibdi. Buni misol uchun xakerlar yoki ma'lum bir shaxslar qo'liga tushib qolsa
35,09925.wav,Bu keyinchalik o'sha o'zi mustaqil bo'lib ketishga olib kelmaydimi? Bu endi mana keyingi katta masala. Bu yerda bitta narsani hisobga olishimiz kerak.,Bu keyinchalik oʻsha oʻzi mustaqil boʻlib ketishiga olib kelmaydimi? Bu endi mana keyingi katta masala. Bu yerda bitta narsani hisobga olishimiz kerak.,bu keyinchalik o'sha o'zi mustaqil bo'lib ketishga olib kelmaydimi bu endi mana keyingi katta masala bu yerda bitta narsani hisobga olishimiz kerak,bu keyinchalik o'sha o'zi mustaqil bo'lib ketishiga olib kelmaydimi bu endi mana keyingi katta masala bu yerda bitta narsani hisobga olishimiz kerak,0.0455,0.9966,11.8026875,Bu keyinchalik oʻsha oʻzi mustaqil boʻlib ketishiga olib kelmaydimi? Bu endi mana keyingi katta masala. Bu yerda bitta narsani hisobga olishimiz kerak.
36,05367.wav,"Demak, bu yerdan ham, demak, o'chirib CSS qismiga o'tib, bu yerda endi pricing uchun izoh yozib, demak, pricing kart uchun background","demak, bu yerdan ham demak oʻchirib, CSS qismiga oʻtib, bu yerda endi pricing uchun izoh yozib, demak pricing card uchun background",demak bu yerdan ham demak o'chirib css qismiga o'tib bu yerda endi pricing uchun izoh yozib demak pricing kart uchun background,demak bu yerdan ham demak o'chirib css qismiga o'tib bu yerda endi pricing uchun izoh yozib demak pricing card uchun background,0.0476,0.9843,16.335375,"demak, bu yerdan ham demak oʻchirib, CSS qismiga oʻtib, bu yerda endi pricing uchun izoh yozib, demak pricing card uchun background"
37,06744.wav,"Sher qilganingiz uchun. Startaplarni qanday boshlash kerak? Ko'pincha ko'p yoshlar duch keladigan mavzu, ya'ni menda g'oya bor, lekin jamoam yo'q yoki jamoa bor yoki g'oya yo'q.","a share qilganingiz uchun. Startaplarni qanday boshlash kerak? Ko'pincha ko'p yoshlar duch keladigan mavzu, ya'ni menda g'oya bor, lekin jamoam yo'q, yoki jamoa bor, yoki g'oya yo'q.",sher qilganingiz uchun startaplarni qanday boshlash kerak ko'pincha ko'p yoshlar duch keladigan mavzu ya'ni menda g'oya bor lekin jamoam yo'q yoki jamoa bor yoki g'oya yo'q,a share qilganingiz uchun startaplarni qanday boshlash kerak ko'pincha ko'p yoshlar duch keladigan mavzu ya'ni menda g'oya bor lekin jamoam yo'q yoki jamoa bor yoki g'oya yo'q,0.0769,0.9856,13.072,"a share qilganingiz uchun. Startaplarni qanday boshlash kerak? Ko'pincha ko'p yoshlar duch keladigan mavzu, ya'ni menda g'oya bor, lekin jamoam yo'q, yoki jamoa bor, yoki g'oya yo'q."
38,00343.wav,"Endi aynan ana shu joyda, ana shu joyda nima bo'ldi? Blok degan yozuvni tanladim. Tanlagan paytimda men o'zim bloklagan foydalanuvchi","Endi aynan ana shu joyda, ana shu joyda nima boʻldi? block degan yozuvni tanladim. Tanlagan paytimda men oʻzim bloklagan foydalanuvchi",endi aynan ana shu joyda ana shu joyda nima bo'ldi blok degan yozuvni tanladim tanlagan paytimda men o'zim bloklagan foydalanuvchi,endi aynan ana shu joyda ana shu joyda nima bo'ldi block degan yozuvni tanladim tanlagan paytimda men o'zim bloklagan foydalanuvchi,0.05,0.9962,10.82,"Endi aynan ana shu joyda, ana shu joyda nima bo'ldi? Blok degan yozuvni tanladim. Tanlagan paytimda men o'zim bloklagan foydalanuvchi"
39,03099.wav,"Necha marta qaytishga to'g'ri kelgan? Men o'zimdagi holatlarni eslasam, ba'zi bir narsani o'rganayotganimda to'rt, besh, olti martacha ko'rib ko'raman, esdan chiqib ketadi.","necha marta qaytishga to'g'ri kelgan? Men o'zimdagi holatlarni eslasam, ba'zi bir narsani o'rganayotganimda to'rt, besh, olti martacha anavi ko'rib ko'raman, esdan chiqib ketadi.",necha marta qaytishga to'g'ri kelgan men o'zimdagi holatlarni eslasam ba'zi bir narsani o'rganayotganimda to'rt besh olti martacha ko'rib ko'raman esdan chiqib ketadi,necha marta qaytishga to'g'ri kelgan men o'zimdagi holatlarni eslasam ba'zi bir narsani o'rganayotganimda to'rt besh olti martacha anavi ko'rib ko'raman esdan chiqib ketadi,0.0455,0.9822,12.2506875,"Necha marta qaytishga to'g'ri kelgan? Men o'zimdagi holatlarni eslasam, ba'zi bir narsani o'rganayotganimda to'rt, besh, olti martacha ko'rib ko'raman, esdan chiqib ketadi."
40,05886.wav,"991 dan o'tish bilan buni yana mashtabini kattalashtiradigan bo'lsak, endi LG va undan kichikroq bo'lgan holatlarda berkitish ko'rinishiga o'tdi. Agar buni kichaytirib, mana 990","991 dan o'tish bilan, buni yana masshtabini kattalashtiradigan bo'lsak, endi LG va undan kichikroq bo'lgan holatlarda berkitish ko'rinishiga o'tdi. Agar buni kichraytirib, mana to'qqiz yuz... to'qson...",to'qqiz yuz to'qson birdan o'tish bilan buni yana mashtabini kattalashtiradigan bo'lsak endi lg va undan kichikroq bo'lgan holatlarda berkitish ko'rinishiga o'tdi agar buni kichaytirib mana to'qqiz yuz to'qson,to'qqiz yuz to'qson birdan o'tish bilan buni yana masshtabini kattalashtiradigan bo'lsak endi lg va undan kichikroq bo'lgan holatlarda berkitish ko'rinishiga o'tdi agar buni kichraytirib mana to'qqiz yuz to'qson,0.0714,0.9952,15.07,"991 dan o'tish bilan buni yana mashtabini kattalashtiradigan bo'lsak, endi LG va undan kichikroq bo'lgan holatlarda berkitish ko'rinishiga o'tdi. Agar buni kichraytirib, mana 990"
41,01592.wav,"o'tkazilishi kerak deyilgan, lekin boya aytganingizdek u qanchalik darajada chuqur, misol uchun men xabarim yo'q. U o'sha narsani bir aniqlashtirish kerak, balki anaqalari bordir.","o'tkazilishi kerak deyilgan. lekin boya aytganingizdek u qanchalik darajada chuqur, misol uchun men xabarim yo'q. o'sha narsani bir aniqlashtirish kerak, balki anaqalari bordir.",o'tkazilishi kerak deyilgan lekin boya aytganingizdek u qanchalik darajada chuqur misol uchun men xabarim yo'q u o'sha narsani bir aniqlashtirish kerak balki anaqalari bordir,o'tkazilishi kerak deyilgan lekin boya aytganingizdek u qanchalik darajada chuqur misol uchun men xabarim yo'q o'sha narsani bir aniqlashtirish kerak balki anaqalari bordir,0.0417,0.9942,11.5466875,"o'tkazilishi kerak deyilgan, lekin boya aytganingizdek u qanchalik darajada chuqur, misol uchun men xabarim yo'q. U o'sha narsani bir aniqlashtirish kerak, balki anaqalari bordir."
42,19117.wav,"style tegini orasida yozgan kodimizni stillar.css ni ichida yozilgan. Bu yerda hech qanaqa teglar yozilmaydi, faqatgina CSS propertylar va selektorlar. Bu yoqda ikkita","style tegini orasida yozgan kodimizni stillar.css ni ichida yozilgan. Bu yerda hech qanaqa teglar yozilmaydi, faqatgina CSS propertylar va selectorlar. Bu yoqda ikkita",style tegini orasida yozgan kodimizni stillar css ni ichida yozilgan bu yerda hech qanaqa teglar yozilmaydi faqatgina css propertylar va selektorlar bu yoqda ikkita,style tegini orasida yozgan kodimizni stillar css ni ichida yozilgan bu yerda hech qanaqa teglar yozilmaydi faqatgina css propertylar va selectorlar bu yoqda ikkita,0.0417,0.9939,14.885375,"style tegini orasida yozgan kodimizni stillar.css ni ichida yozilgan. Bu yerda hech qanaqa teglar yozilmaydi, faqatgina CSS propertylar va selectorlar. Bu yoqda ikkita"
43,13760.wav,"va ertaga biz loyihamizni serverga yuklaganimizda, misol uchun Heroku serverga yuklaganimizda, Heroku serverimiz mana shu loyihani ichidagi maxsus faylni ichidan faqatgina bizning loyihamizga kerak bo'lgan paketlarni internetdan yuklab oladi-da, o'rnatadi.","va ertaga biz loyihamizni serverga yuklaganimizda, misol uchun Heroku serveriga yuklaganimizda, Heroku serverimiz mana shu loyihani ichidagi maxsus faylni ichidan faqatgina bizni loyihamizga kerak bo'lgan paketlarni internetdan yuklab oladi-da, o'rnatadi.",va ertaga biz loyihamizni serverga yuklaganimizda misol uchun heroku serverga yuklaganimizda heroku serverimiz mana shu loyihani ichidagi maxsus faylni ichidan faqatgina bizning loyihamizga kerak bo'lgan paketlarni internetdan yuklab oladi-da o'rnatadi,va ertaga biz loyihamizni serverga yuklaganimizda misol uchun heroku serveriga yuklaganimizda heroku serverimiz mana shu loyihani ichidagi maxsus faylni ichidan faqatgina bizni loyihamizga kerak bo'lgan paketlarni internetdan yuklab oladi-da o'rnatadi,0.0667,0.994,15.8666875,"va ertaga biz loyihamizni serverga yuklaganimizda, misol uchun Heroku serveriga yuklaganimizda, Heroku serverimiz mana shu loyihani ichidagi maxsus faylni ichidan faqatgina bizning loyihamizga kerak bo'lgan paketlarni internetdan yuklab oladi-da, o'rnatadi."
44,21011.wav,"Xo'p, undan keyin TypeScript hozirgi kunda eng rivojlanayotgan dasturlash tili hisoblanadi. TypeScript JavaScript ichidagi ma'lumot turlaridan foydalanish uchun ishlatiladi. Bilamiz JavaScript","Xo'p, undan keyin TypeScript, hozirgi kunda eng rivojlanayotgan dasturlash tili hisoblanadi. TypeScript JavaScript ichidagi ma'lumot turlaridan foydalanish uchun ishlatiladi. Bilamiz JavaScript, aaaa...",xo'p undan keyin typescript hozirgi kunda eng rivojlanayotgan dasturlash tili hisoblanadi typescript javascript ichidagi ma'lumot turlaridan foydalanish uchun ishlatiladi bilamiz javascript,xo'p undan keyin typescript hozirgi kunda eng rivojlanayotgan dasturlash tili hisoblanadi typescript javascript ichidagi ma'lumot turlaridan foydalanish uchun ishlatiladi bilamiz javascript aaaa,0.0476,0.9869,15.85,"Xo'p, undan keyin TypeScript hozirgi kunda eng rivojlanayotgan dasturlash tili hisoblanadi. TypeScript JavaScript ichidagi ma'lumot turlaridan foydalanish uchun ishlatiladi. Bilamiz JavaScript"
