id,path,duration,type,char_count,word_count,text_spt,text_original,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
32,00629.wav,13.76,train,195.0,27.0,"Ana masalan, qanaqadir bizneslar analitikasini to'g'irlaydigan programmalarni ishlatishadi-ku, bu ham AI, ha, bu ham AI, faqat juda ham sodda ko'rinishi, juda ham oddiysi. Mana shu birinchi avlod.","ana masalan qanaqadir bizneslar analitikasini to'g'irlaydigan programmalarni ishlatishadi-ku, bu ham AI. ha, bu ham AI. faqat juda ham sodda ko'rinishi, juda ham oddiysi. Mana shu birinchi avlod.",ana masalan qanaqadir bizneslar analitikasini to'g'irlaydigan programmalarni ishlatishadi-ku bu ham ai ha bu ham ai faqat juda ham sodda ko'rinishi juda ham oddiysi mana shu birinchi avlod,ana masalan qanaqadir bizneslar analitikasini to'g'irlaydigan programmalarni ishlatishadi-ku bu ham ai ha bu ham ai faqat juda ham sodda ko'rinishi juda ham oddiysi mana shu birinchi avlod,0.0,0.0,1.0,27,27
33,00635.wav,9.893375,train,161.0,19.0,Poyga boshlanib ketdi. Hozir kompaniyalar o'z sun'iy intellektini chiqarib tashlashni boshlayapti. Juda ham ko'payib ketdi sun'iy intellektlar hozirda.,poyga boshlanib ketdi. hozir. kompaniyalar o'sha o'zini sun'iy intellektini chiqarib tashlashni boshlayapti. juda ham ko'payib ketdi sun'iy intellektlar hozirda.,poyga boshlanib ketdi hozir kompaniyalar o'z sun'iy intellektini chiqarib tashlashni boshlayapti juda ham ko'payib ketdi sun'iy intellektlar hozirda,poyga boshlanib ketdi hozir kompaniyalar o'sha o'zini sun'iy intellektini chiqarib tashlashni boshlayapti juda ham ko'payib ketdi sun'iy intellektlar hozirda,0.1111,0.0608,0.9705,18,19
34,00664.wav,10.896,train,113.0,14.0,"Submitni bosasiz, to'g'rimi? Bilishimcha, mana shu hamma butun dunyo bo'yicha odamlar kapchani ishlatadi-ku.","submitni bosasiz, to'g'rimi? A-a, bilishimcha, mana shu hamma butun dunyo bo'yicha odamlar kapchani ishlatadi-ku.",submitni bosasiz to'g'rimi bilishimcha mana shu hamma butun dunyo bo'yicha odamlar kapchani ishlatadi-ku,submitni bosasiz to'g'rimi a-a bilishimcha mana shu hamma butun dunyo bo'yicha odamlar kapchani ishlatadi-ku,0.0769,0.0385,0.9811,13,14
35,00667.wav,15.568,train,215.0,25.0,"Masalan, keyingi videomiz raketa qanday uchish haqida bo'ladi. Raketani ichlari qanaqa ishlashini animatsiya yordamida tushuntirib berishimiz kerak. Qo'lda tushuntirib o'tira olmaymiz-ku. Shu narsani montajyor bilan","masalan, keyingi videomiz raketa qanday uchishi haqida bo'ladi. raketani ichlari qanaqa ishlashini animatsiya yordamida tushuntirib berishimiz kerak. qo'lda tushuntirib o'tira olmaymiz-ku. shu narsani montajor bilan",masalan keyingi videomiz raketa qanday uchish haqida bo'ladi raketani ichlari qanaqa ishlashini animatsiya yordamida tushuntirib berishimiz kerak qo'lda tushuntirib o'tira olmaymiz-ku shu narsani montajyor bilan,masalan keyingi videomiz raketa qanday uchishi haqida bo'ladi raketani ichlari qanaqa ishlashini animatsiya yordamida tushuntirib berishimiz kerak qo'lda tushuntirib o'tira olmaymiz-ku shu narsani montajor bilan,0.08,0.0095,0.9573,25,25
36,00668.wav,6.5866875,train,48.0,6.0,Bitta narsa internetda mutlaqo o'zgarishi kerak.,bitta narsa internetda mutlaqo o'zgarishi kerak.,bitta narsa internetda mutlaqo o'zgarishi kerak,bitta narsa internetda mutlaqo o'zgarishi kerak,0.0,0.0,1.0,6,6
37,00670.wav,14.149375,train,172.0,19.0,"mana o'zinglar ishlatib ko'rdinglar shunchasini kontent uchun, testlab ko'rdinglar. Qanchalik bir haqiqatga yaqin sun'iy intellektga, demak, berayotgan tariflar hozirda?","mana o'zinglar ishlatib ko'rdinglar, shunchasini kontent uchun testlab ko'rdinglar. qanchalik bir haqiqatga yaqin sun'iy intellektga, demak, berilayotgan ta'riflar hozirda.",mana o'zinglar ishlatib ko'rdinglar shunchasini kontent uchun testlab ko'rdinglar qanchalik bir haqiqatga yaqin sun'iy intellektga demak berayotgan tariflar hozirda,mana o'zinglar ishlatib ko'rdinglar shunchasini kontent uchun testlab ko'rdinglar qanchalik bir haqiqatga yaqin sun'iy intellektga demak berilayotgan ta'riflar hozirda,0.1053,0.0183,0.9909,19,19
38,00673.wav,12.293375,train,106.0,14.0,"Amallab qandaydir qilib borish kerak, yo'l tuziladi unga qanaqadir. Keyin masalan, sizni ya'ni terroristni","amallab qandaydir qilib borish kerak, yo'l tuziladi unga qanaqadir. Keyin masalan sizni, ya'ni terroristni",amallab qandaydir qilib borish kerak yo'l tuziladi unga qanaqadir keyin masalan sizni ya'ni terroristni,amallab qandaydir qilib borish kerak yo'l tuziladi unga qanaqadir keyin masalan sizni ya'ni terroristni,0.0,0.0,1.0,14,14
39,00682.wav,5.3280625,train,36.0,6.0,Bizlarni yangi eraga olib kirib keladi.,bizni yangi eraga olib kirib keladi.,bizlarni yangi eraga olib kirib keladi,bizni yangi eraga olib kirib keladi,0.1667,0.0789,0.9589,6,6
40,00687.wav,15.429375,train,213.0,27.0,"ko'zini qarab ketyapti o'zi aslida o'qiyapti tekstni. AI bo'lsa ko'zini videoga bundo' to'g'irlab qo'ygan, xuddi videoga qarab gapirayotgandek. Bu aytmoqchimanki, mana mana shunaqa narsalarni paydo bo'layotgani","ko'zi unaqa qarab ketyapti o'zi aslida. O'qiyapti textni. AI bo'lsa ko'zni videoga bundoq to'g'irlab qo'ygan. Xuddi videoga qarab gapirayotgandek. Bu aytmoqchimanki, mana mana shunaqa narsalarni paydo bo'layotgani",ko'zini qarab ketyapti o'zi aslida o'qiyapti tekstni ai bo'lsa ko'zini videoga bundo' to'g'irlab qo'ygan xuddi videoga qarab gapirayotgandek bu aytmoqchimanki mana mana shunaqa narsalarni paydo bo'layotgani,ko'zi unaqa qarab ketyapti o'zi aslida o'qiyapti textni ai bo'lsa ko'zni videoga bundoq to'g'irlab qo'ygan xuddi videoga qarab gapirayotgandek bu aytmoqchimanki mana mana shunaqa narsalarni paydo bo'layotgani,0.1923,0.0437,0.9662,26,27
41,00690.wav,15.91,train,207.0,27.0,"Eng katta muammo vazifa berishni o'rganish, savolni to'g'ri qo'yishni o'rganish. Agar bu narsa o'rganilsa, men shunaqa bolalarni bilaman, Vestda o'qiydigan bolalarni diplom ishini ham ChatGPT yozib bergan.","eng katta muammo, vazifa berishni o'rganish, savolni to'g'ri qo'yishni o'rganish. Agar bu narsa o'rganilsa, men shunaqa bolalarni bilaman, Vestda o'qiydigan bolalarni, diplom ishini ham ChatGPT yozib bergan.",eng katta muammo vazifa berishni o'rganish savolni to'g'ri qo'yishni o'rganish agar bu narsa o'rganilsa men shunaqa bolalarni bilaman vestda o'qiydigan bolalarni diplom ishini ham chatgpt yozib bergan,eng katta muammo vazifa berishni o'rganish savolni to'g'ri qo'yishni o'rganish agar bu narsa o'rganilsa men shunaqa bolalarni bilaman vestda o'qiydigan bolalarni diplom ishini ham chatgpt yozib bergan,0.0,0.0,1.0,27,27
42,00694.wav,17.87,train,240.0,29.0,"Keyin mana shu yangilikni ko'rib qolganimdan keyin darrov o'sha videoni yasadim, lekin yasashdan oldin yaqin o'rtog'im Microsoftda ishlaydi-da. So'radim Telegramdan, shunaqa-shunaqami, rostan bo'lgan narsami, Bing shunaqa qilyaptimi desam","keyin mana shu yangilikni ko'rib qo'ygandan keyin darrov o'sha videoni yasadim, lekin yasashdan oldin yaqin o'rtog'im Microsoftda ishlaydi-da. so'radim Telegramdan. shunaqa shunaqami? rostanam bo'lgan narsami? Bing shunaqa qilyaptimi desam,",keyin mana shu yangilikni ko'rib qolganimdan keyin darrov o'sha videoni yasadim lekin yasashdan oldin yaqin o'rtog'im microsoftda ishlaydi-da so'radim telegramdan shunaqa-shunaqami rostan bo'lgan narsami bing shunaqa qilyaptimi desam,keyin mana shu yangilikni ko'rib qo'ygandan keyin darrov o'sha videoni yasadim lekin yasashdan oldin yaqin o'rtog'im microsoftda ishlaydi-da so'radim telegramdan shunaqa shunaqami rostanam bo'lgan narsami bing shunaqa qilyaptimi desam,0.1429,0.03,0.8994,28,29
43,00720.wav,10.821375,train,135.0,16.0,"vazifa bergiz kelyapti, shu vazifa bajarilishini xohlayapsiz, lekin sun'iy intellekt bilan kelishib o'tirgani vaqtingiz yo'q.","qanaqadir vazifa bergiz kelyapti, shu vazifa bajarilishini xohlayapsiz. Lekin sun'iy intellekt bilan kelishib o'tirgani vaqtingiz yo'q.",vazifa bergiz kelyapti shu vazifa bajarilishini xohlayapsiz lekin sun'iy intellekt bilan kelishib o'tirgani vaqtingiz yo'q,qanaqadir vazifa bergiz kelyapti shu vazifa bajarilishini xohlayapsiz lekin sun'iy intellekt bilan kelishib o'tirgani vaqtingiz yo'q,0.0667,0.082,0.9606,15,16
44,00726.wav,5.9893125,train,56.0,6.0,"to'g'ri rasmiylashtirib berishingiz kerak, ya'ni masalan",to'g'ri rasmiylashtirib berishingiz kerak. Ya'ni masalan,to'g'ri rasmiylashtirib berishingiz kerak ya'ni masalan,to'g'ri rasmiylashtirib berishingiz kerak ya'ni masalan,0.0,0.0,1.0,6,6
45,00728.wav,13.925375,train,184.0,26.0,"Reklama bo'lib ketib qoldim hozir. Ha u, podderjkasiga telefon qilib so'radim, haqiqatdan mumkin emasmi? Ha, haqiqatdan mumkin emas ekan. Demak, qanaqadir qilib tekshirib oldi. Demak, ular","reklama bo'lib ketib qoldim hozir. Ha, u podderjkasiga telefon qilib so'radim, haqiqatan mumkin emasmi? Da, haqiqatan mumkin emas ekan. Demak qanaqadir qilib tekshirib oldi. Demak ular",reklama bo'lib ketib qoldim hozir ha u podderjkasiga telefon qilib so'radim haqiqatdan mumkin emasmi ha haqiqatdan mumkin emas ekan demak qanaqadir qilib tekshirib oldi demak ular,reklama bo'lib ketib qoldim hozir ha u podderjkasiga telefon qilib so'radim haqiqatan mumkin emasmi da haqiqatan mumkin emas ekan demak qanaqadir qilib tekshirib oldi demak ular,0.1154,0.0168,0.9888,26,26
46,00729.wav,18.821375,train,212.0,28.0,"Undan tashqari yana bitta, endi masalan bloggerlarga qanaqa foydasi tegadiganidan boshlasak, yana bitta AI bor. Masalan, mana hozir biz mikrofonlarga gapiryapmiz. Shuning uchun bizda ovozimiz tiniq chiqyapti.","keyin undan tashqari yana bitta, endi masalan bloggerlarga qanaqa foydasi tegadigandan boshlasak, yana bitta AI bor. Masalan mana hozir biz mikrofonlarga gapiryapmiz, shuning uchun bizda ovozimiz tiniq chiqyapti.",undan tashqari yana bitta endi masalan bloggerlarga qanaqa foydasi tegadiganidan boshlasak yana bitta ai bor masalan mana hozir biz mikrofonlarga gapiryapmiz shuning uchun bizda ovozimiz tiniq chiqyapti,keyin undan tashqari yana bitta endi masalan bloggerlarga qanaqa foydasi tegadigandan boshlasak yana bitta ai bor masalan mana hozir biz mikrofonlarga gapiryapmiz shuning uchun bizda ovozimiz tiniq chiqyapti,0.0741,0.0347,0.9829,27,28
47,00733.wav,15.46,train,211.0,25.0,"U ana shu eski ma'lumotlarga asoslanib, keyin yangi yechimlarni chiqarishni boshlaydi va xatosiz yechimlarni chiqarib berishga harakat qiladi. Masalan, biznes egasiz, biznesingizni hisobotini, eski hisobotlarini","u ana shu eski ma'lumotlarga asoslanib, keyin yangi yechimlarni chiqarishni boshlaydi va xatosiz yechimlarni chiqarib bergani harakat qiladi. Masalan, biznes egasisiz, biznesingizni hisobotini eski hisobotlarini",u ana shu eski ma'lumotlarga asoslanib keyin yangi yechimlarni chiqarishni boshlaydi va xatosiz yechimlarni chiqarib berishga harakat qiladi masalan biznes egasiz biznesingizni hisobotini eski hisobotlarini,u ana shu eski ma'lumotlarga asoslanib keyin yangi yechimlarni chiqarishni boshlaydi va xatosiz yechimlarni chiqarib bergani harakat qiladi masalan biznes egasisiz biznesingizni hisobotini eski hisobotlarini,0.08,0.034,0.7554,25,25
48,00747.wav,18.693375,train,270.0,37.0,"Tug'ilgan bolaga mana bu nima desangiz, telefon deya olmaydi. Faqatgina mana sal vaqt o'tib, dunyoni ko'rgandan keyin va kattalongan mana bu telefon deb o'rgatishgandan keyin va masalan telefonlarni har xil versiyalari, har xil modellarini ko'rgandan keyin bolani miyasida","tug'ilgan bolaga mana bu nima desangiz, telefon deyolmaydi. Faqatgina mana sal vaqt o'tib, dunyoni ko'rgandan keyin va kattalarga mana bu telefon deb o'rgatishgandan keyin, va masalan telefonlarni har xil versiyalari, har xil modellarni ko'rgandan keyin, bolani miyasida",tug'ilgan bolaga mana bu nima desangiz telefon deya olmaydi faqatgina mana sal vaqt o'tib dunyoni ko'rgandan keyin va kattalongan mana bu telefon deb o'rgatishgandan keyin va masalan telefonlarni har xil versiyalari har xil modellarini ko'rgandan keyin bolani miyasida,tug'ilgan bolaga mana bu nima desangiz telefon deyolmaydi faqatgina mana sal vaqt o'tib dunyoni ko'rgandan keyin va kattalarga mana bu telefon deb o'rgatishgandan keyin va masalan telefonlarni har xil versiyalari har xil modellarni ko'rgandan keyin bolani miyasida,0.1053,0.0224,0.8459,38,37
49,00787.wav,14.4586875,train,190.0,29.0,"qo'shimcha onlayn kurslar juda ham ko'p, Udemyda, boshqa yoqda juda ham ko'p va ularni ko'rasiz. Menda har doim bo'ladigan muammo, siz kursni ko'rasiz, lekin kursda to'g'ri holatda nima o'tish","qo'shimcha onlayn kurslar juda ham ko'p, Udemyda boshqa yerda juda ham ko'p. i ularni ko'rasiz, manda har doim bo'ladigan muammo, siz kursni ko'rasiz, lekin kursda to'liq holatda nima o'tish",qo'shimcha onlayn kurslar juda ham ko'p udemyda boshqa yoqda juda ham ko'p va ularni ko'rasiz menda har doim bo'ladigan muammo siz kursni ko'rasiz lekin kursda to'g'ri holatda nima o'tish,qo'shimcha onlayn kurslar juda ham ko'p udemyda boshqa yerda juda ham ko'p i ularni ko'rasiz manda har doim bo'ladigan muammo siz kursni ko'rasiz lekin kursda to'liq holatda nima o'tish,0.1379,0.0481,0.9624,29,29
50,00825.wav,13.5306875,train,163.0,22.0,Manga misol uchun bitta zo'r yoqqan tarafi Anvar aka o'zi umumiy boshlashdan oldin adashmasam birinchi chapterni birinchi bo'limni to'liq holatda umumiy anaqani,"Menga misol uchun bitta zo'r yoqqan tarafi, Anvar aka o'zi umumiy boshlashdan oldin, adashmasam birinchi chapterni, birinchi bo'limni to'liq holatda umumiy anaqani",manga misol uchun bitta zo'r yoqqan tarafi anvar aka o'zi umumiy boshlashdan oldin adashmasam birinchi chapterni birinchi bo'limni to'liq holatda umumiy anaqani,menga misol uchun bitta zo'r yoqqan tarafi anvar aka o'zi umumiy boshlashdan oldin adashmasam birinchi chapterni birinchi bo'limni to'liq holatda umumiy anaqani,0.0455,0.0063,0.9938,22,22
51,00829.wav,18.281375,train,246.0,33.0,"kursni olayotgan vaqtda kursga qo'shimcha holatda agar ingliz tilini biladigan bo'lsa yoki rus tilini biladigan bo'lsa ham, o'sha tashqaridan o'sha yo'nalish bo'yicha kurslarni ko'p qilish kerak. Anaqasi hozir veb-sayt ham maslahat berishgan.",kursni olayotgan vaqtda kursga qo'shimcha holatda agar ingliz tilini biladigan bo'lsa balkim rus tilini biladigan bo'lsa ham o'sha tashqaridan o'sha yo'nalish bo'yicha kurslarni ko'p qilish kerak. a.. anaqasi o'zi veb-sayt ham maslahat berishgan.,kursni olayotgan vaqtda kursga qo'shimcha holatda agar ingliz tilini biladigan bo'lsa yoki rus tilini biladigan bo'lsa ham o'sha tashqaridan o'sha yo'nalish bo'yicha kurslarni ko'p qilish kerak anaqasi hozir veb-sayt ham maslahat berishgan,kursni olayotgan vaqtda kursga qo'shimcha holatda agar ingliz tilini biladigan bo'lsa balkim rus tilini biladigan bo'lsa ham o'sha tashqaridan o'sha yo'nalish bo'yicha kurslarni ko'p qilish kerak a anaqasi o'zi veb-sayt ham maslahat berishgan,0.0938,0.0377,0.9356,32,33
52,00855.wav,6.832,train,51.0,8.0,"Manda, masalan, nima desa bo'ladi endi, qanaqa savol?","banda masalan, nima desa bo'ladi endi qanaqa savol?",manda masalan nima desa bo'ladi endi qanaqa savol,banda masalan nima desa bo'ladi endi qanaqa savol,0.125,0.0204,0.9796,8,8
53,00863.wav,14.3606875,train,148.0,21.0,hozirgi holatda o'sha tashqaridan kaska qilishga majbur bo'ladi. shu keyin yana bitta tarafga yana bitta fikr beraman bo'ldi. yana bitta tarafga,"hozirgi holatda o'sha tashqaridan praktika qilishga majbur bo'ladi. shu. keyin yana bitta tarafga, yana bitta fikr beraman bo'ldi. yana bitta tarafi",hozirgi holatda o'sha tashqaridan kaska qilishga majbur bo'ladi shu keyin yana bitta tarafga yana bitta fikr beraman bo'ldi yana bitta tarafga,hozirgi holatda o'sha tashqaridan praktika qilishga majbur bo'ladi shu keyin yana bitta tarafga yana bitta fikr beraman bo'ldi yana bitta tarafi,0.0952,0.0493,0.965,21,21
54,00873.wav,8.304,train,112.0,16.0,"Aynan mana shu problemaga qanaqa qilib yondashish kerakligi bo'yicha ham, misol uchun, videolar bor. Ayniqsa",aynan mana shu problemaga qanaqa qilib yondashish kerakligi bo'yicha ham misol uchun videolar bor. Ayniqsa anavi,aynan mana shu problemaga qanaqa qilib yondashish kerakligi bo'yicha ham misol uchun videolar bor ayniqsa,aynan mana shu problemaga qanaqa qilib yondashish kerakligi bo'yicha ham misol uchun videolar bor ayniqsa anavi,0.0667,0.0571,0.9722,15,16
55,00882.wav,19.4613125,train,227.0,30.0,"masalan, hozir masalan, yosh bo'lsanglar yo boshqa qilsanglar, masalan, hozirgi vaqtinglarni unumli tarzda mana shu bilim olishga sarflanglar vaqtinglarni. Eng asosiysi shu bilim olishga, ilm olishga sarflanglar, chunki masalan","va masalan hozir masalan yosh bo'lsanglar yo boshqa qilsanglar, masalan hozirgi vaqtinglarni unumli tarzda mana shu bilim olishga sarflanglar vaqtinglarni, eng asosiysi shu bilim olishga, ilm olishga sarflanglar. chunki masalan",masalan hozir masalan yosh bo'lsanglar yo boshqa qilsanglar masalan hozirgi vaqtinglarni unumli tarzda mana shu bilim olishga sarflanglar vaqtinglarni eng asosiysi shu bilim olishga ilm olishga sarflanglar chunki masalan,va masalan hozir masalan yosh bo'lsanglar yo boshqa qilsanglar masalan hozirgi vaqtinglarni unumli tarzda mana shu bilim olishga sarflanglar vaqtinglarni eng asosiysi shu bilim olishga ilm olishga sarflanglar chunki masalan,0.0345,0.0136,0.9932,29,30
56,00903.wav,17.11,train,290.0,35.0,"praktika menga kerak bo'ladi, ya'ni magistratura kirishga yordam beradi degan maqsadda, ya'ni ozgina bo'lsa yordam beradi degan maqsadda topshirganman. To'g'rirog'i anaqa qilganman, o'qib chiqqanman, keyin o'sha ishga topshirganman. Ishga topshirish qanaqa bo'lgan?","yo'nalishdagi praktika menga kerak bo'ladi, ya'ni magistraturaga kirishimga yordam beradi degan maqsadda, ya'ni ozgina bo'lsa ham yordam beradi degan maqsadda topshirganman. to'g'rirog' anaqa qilganman, o'qib chiqqanman, keyin o'sha ish ishga topshirganman. Ishga topshirish qanaqa bo'lgan?",praktika menga kerak bo'ladi ya'ni magistratura kirishga yordam beradi degan maqsadda ya'ni ozgina bo'lsa yordam beradi degan maqsadda topshirganman to'g'rirog'i anaqa qilganman o'qib chiqqanman keyin o'sha ishga topshirganman ishga topshirish qanaqa bo'lgan,yo'nalishdagi praktika menga kerak bo'ladi ya'ni magistraturaga kirishimga yordam beradi degan maqsadda ya'ni ozgina bo'lsa ham yordam beradi degan maqsadda topshirganman to'g'rirog' anaqa qilganman o'qib chiqqanman keyin o'sha ish ishga topshirganman ishga topshirish qanaqa bo'lgan,0.1875,0.1047,0.5471,32,35
57,00924.wav,17.872,train,306.0,39.0,"Internetdagi tayyor masalalarini qidiring. Mana shu joyda ham, masalan, ko'pchilik so'raydi, menga yozishadi, sizning kitobingizdagi masalalar kamlik qilyapti deydi. Albattta kamlik qiladi, chunki bu kitob bu, uning ichiga masalan, minglab masalalar tiqa olmaysiz. Internetga kirsangiz, hozir millionlab masalalar bor.","internetdagi tayyor masalalarni qidiring. Mana shu joyda ham masalan koʻpchilik soʻraydi, menga yozishadi, sizni kitobingizdagi masalalar kamlik qilyapti deydi. Albatta kamlik qiladi, chunki bu kitob bu, uni ichiga masalan minglab masala tiqa olmaysiz. Internetga kirsangiz, hozir millionlab masalalar bor.",internetdagi tayyor masalalarini qidiring mana shu joyda ham masalan ko'pchilik so'raydi menga yozishadi sizning kitobingizdagi masalalar kamlik qilyapti deydi albattta kamlik qiladi chunki bu kitob bu uning ichiga masalan minglab masalalar tiqa olmaysiz internetga kirsangiz hozir millionlab masalalar bor,internetdagi tayyor masalalarni qidiring mana shu joyda ham masalan ko'pchilik so'raydi menga yozishadi sizni kitobingizdagi masalalar kamlik qilyapti deydi albatta kamlik qiladi chunki bu kitob bu uni ichiga masalan minglab masala tiqa olmaysiz internetga kirsangiz hozir millionlab masalalar bor,0.1282,0.0294,0.7662,39,39
