path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
00009927.wav,news,"keldik. Endi Xudo xohlasa natijasini hozir chiqqanda bilamiz. O'g'lim, o'sha Jahon tillari institutiga topshiryapti. Koreys tili fakultetiga.",keldi. Endi xudo xohlasa natijasini hozir chiqqanda bilamiz. O'g'lim o'sha Jahon tillari institutiga topshiryapti. Karstila fakultetiga.,0.2941,"keldik. Endi Xudo xohlasa natijasini hozir chiqqanda bilamiz. O'g'lim, o'sha Jahon tillari institutiga topshiryapti. Koreys tili fakultetiga.",keldi. Endi xudo xohlasa natijasini hozir chiqqanda bilamiz. O'g'lim o'sha Jahon tillari institutiga topshiryapti. Karstila fakultetiga.,0.2941,0.0567,0.9603,17,16
common_voice_uz_29271455.wav,common_voice,Qirg'iziston hukumati va Kanada kompaniyasi nima sababdan Qumtor oltin konini bo'lisha olmayapti?,Qirg'iziston hukumati va Kanada kompaniyasi nima sababdan qumkor oltin konini bo'lisha olmayapti?,0.0833,Qirg'iziston hukumati va Kanada kompaniyasi nima sababdan Qumtor oltin konini bo'lisha olmayapti?,Qirg'iziston hukumati va Kanada kompaniyasi nima sababdan qumkor oltin konini bo'lisha olmayapti?,0.0833,0.0206,0.9794,12,12
181930.wav,uzbek_voice,Jinoyatchi jazoni og'irlashtirilgan tartibdagi koloniyada o'tashi ta'kidlangan.,Jinoyatchi jazoni og'irlashtirilgan tartibdagi koloniyada o'tashi ta'kidlangan.,0.0,Jinoyatchi jazoni og'irlashtirilgan tartibdagi koloniyada o'tashi ta'kidlangan.,Jinoyatchi jazoni og'irlashtirilgan tartibdagi koloniyada o'tashi ta'kidlangan.,0.0,0.0,1.0,7,7
859148.wav,uzbek_voice,755 431,755 431,0.0,755 431,755 431,0.0,0.0,1.0,2,2
00007526.wav,news,"haqida ham biroz to'xtalib o'tsangiz. Xo'p, festival haqida gapiradigan bo'lsak, endi turli xil davlatlarda o'zbek oshxonasini","haqida ham birov so'rqdan bo'lsangiz. Festival haqida gapiradigan bo'lsak, endi turli xil davlatlarda o'zbek oshxonasini",0.3125,"haqida ham biroz to'xtalib o'tsangiz. Xo'p, festival haqida gapiradigan bo'lsak, endi turli xil davlatlarda o'zbek oshxonasini","haqida ham birov so'rqdan bo'lsangiz. Festival haqida gapiradigan bo'lsak, endi turli xil davlatlarda o'zbek oshxonasini",0.3125,0.127,0.9024,16,15
860280.wav,uzbek_voice,804 927,804 927,0.0,804 927,804 927,0.0,0.0,1.0,2,2
153083.wav,uzbek_voice,aktrisa Asal Shodiyeva pardozsiz va pardoz bilan,Aktrisa Asal Shodiyeva pardozsiz va pardoz bilan,0.1429,aktrisa Asal Shodiyeva pardozsiz va pardoz bilan,Aktrisa Asal Shodiyeva pardozsiz va pardoz bilan,0.1429,0.0208,0.9792,7,7
840658.wav,uzbek_voice,Yozuvchi qahramonni ana shunday odamlar sirasidan tanlasa adashmaydi.,"Yozuvchi qahramonni ana shunday odamlar sirasidan tanlasa, adashmaydi.",0.125,Yozuvchi qahramonni ana shunday odamlar sirasidan tanlasa adashmaydi.,"Yozuvchi qahramonni ana shunday odamlar sirasidan tanlasa, adashmaydi.",0.125,0.0145,0.9928,8,8
724064.wav,uzbek_voice,Tarbiyachi mutaxassislarni tayyorlashni boshlangani juda jiddiy muvaffaqiyat.,Tarbiyachimda qaysilarni tayyorlashni boshlangani juda jiddiy muvaffaqiyat.,0.2857,Tarbiyachi mutaxassislarni tayyorlashni boshlangani juda jiddiy muvaffaqiyat.,Tarbiyachimda qaysilarni tayyorlashni boshlangani juda jiddiy muvaffaqiyat.,0.2857,0.0909,0.9211,7,7
452720.wav,uzbek_voice,Bunga javoban Barselonada mustaqillikning minglab tarafdorlari norozilik marshi uyushtirdi.,Bunga javoban Barselonada mustaqillikning minglab tarafdorlari norozilik marshi uyushtirdi.,0.0,Bunga javoban Barselonada mustaqillikning minglab tarafdorlari norozilik marshi uyushtirdi.,Bunga javoban Barselonada mustaqillikning minglab tarafdorlari norozilik marshi uyushtirdi.,0.0,0.0,1.0,9,9
109006.wav,uzbek_voice,Yuzdagi ajinlardan xalos bo'lish chorasi ko'p.,Yuzdagi ajinlardan xalos bo'lish chorasi ko'p.,0.0,Yuzdagi ajinlardan xalos bo'lish chorasi ko'p.,Yuzdagi ajinlardan xalos bo'lish chorasi ko'p.,0.0,0.0,1.0,6,6
479729.wav,uzbek_voice,"Dastlabki ma'lumotlarga qaraganda, portlovchi moddalar joylangan avtomobil portlab ketgan.","Dastlabki ma'lumotlarga qaraganda, portlovchi moddalar joylangan avtomobil portlab ketgan.",0.0,"Dastlabki ma'lumotlarga qaraganda, portlovchi moddalar joylangan avtomobil portlab ketgan.","Dastlabki ma'lumotlarga qaraganda, portlovchi moddalar joylangan avtomobil portlab ketgan.",0.0,0.0,1.0,9,9
472683.wav,uzbek_voice,Qadimgi zamonlarda baqlajon zaharli va aqldan ozdiruvchi sabzavot hisoblangan.,Qadimgi zamonlarda baqlajon zaharli va aqldan ozdiruvchi sabzavot hisoblangan.,0.0,Qadimgi zamonlarda baqlajon zaharli va aqldan ozdiruvchi sabzavot hisoblangan.,Qadimgi zamonlarda baqlajon zaharli va aqldan ozdiruvchi sabzavot hisoblangan.,0.0,0.0,1.0,9,9
171728.wav,uzbek_voice,Gipermarketning to'rtinchi qavatida oilaviy ko'ngilochar markaz joylashadi.,Hypermarketning to'rtinchi qavatida oilaviy ko'ngilochar markaz joylashadi.,0.1429,Gipermarketning to'rtinchi qavatida oilaviy ko'ngilochar markaz joylashadi.,Hypermarketning to'rtinchi qavatida oilaviy ko'ngilochar markaz joylashadi.,0.1429,0.0267,0.9733,7,7
368225.wav,uzbek_voice,Tomoshabinlardan biri xonanda hayotining so'nggi onlarini videoga muhrlagan.,Tomoshabinlardan biri xonanda hayotining so'nggi onlarini videoga muhrlagan.,0.0,Tomoshabinlardan biri xonanda hayotining so'nggi onlarini videoga muhrlagan.,Tomoshabinlardan biri xonanda hayotining so'nggi onlarini videoga muhrlagan.,0.0,0.0,1.0,8,8
365030.wav,uzbek_voice,"Tongni qanday qarshi olsang, kuning ham shunday o'tadi.","To'yna qanday qarshi olsang, kuning ham shunday o'tadi.",0.125,"Tongni qanday qarshi olsang, kuning ham shunday o'tadi.","To'yna qanday qarshi olsang, kuning ham shunday o'tadi.",0.125,0.0545,0.9455,8,8
common_voice_uz_28891112.wav,common_voice,"""Ya'ni bu narsa vaksinadan emas, balki qo'rqqanidan yuz berdi"", dedi.","Ya'ni bu narsa vaksinadan emas, balki qo'rqqanidan yuz berdi, dedi.",0.2,"""Ya'ni bu narsa vaksinadan emas, balki qo'rqqanidan yuz berdi"", dedi.","Ya'ni bu narsa vaksinadan emas, balki qo'rqqanidan yuz berdi, dedi.",0.2,0.029,0.9853,10,10
common_voice_uz_31315853.wav,common_voice,Yolg'iz odam toshda ham yashay oladi.,Yolg'iz odam toshda ham yashay oladi.,0.0,Yolg'iz odam toshda ham yashay oladi.,Yolg'iz odam toshda ham yashay oladi.,0.0,0.0,1.0,6,6
192345.wav,uzbek_voice,Aktrisa Maryam Uzerli ishtirokidagi eng yaxshi seriallar.,Aktrisa Maryam uzrli ishtirokidagi eng yaxshi seriallar.,0.1429,Aktrisa Maryam Uzerli ishtirokidagi eng yaxshi seriallar.,Aktrisa Maryam uzrli ishtirokidagi eng yaxshi seriallar.,0.1429,0.0351,0.9735,7,7
117518.wav,uzbek_voice,"Universitet rektoriga uchrashib, adolatsizlik bo'lganini aytdim.",Universitet rektoriga choshib adolatsizlik bo'lganini aytdim.,0.1667,"Universitet rektoriga uchrashib, adolatsizlik bo'lganini aytdim.",Universitet rektoriga choshib adolatsizlik bo'lganini aytdim.,0.1667,0.0625,0.96,6,6
common_voice_uz_29491249.wav,common_voice,"Azizam, men ketyapman.","Azizam, men ketyapman.",0.0,"Azizam, men ketyapman.","Azizam, men ketyapman.",0.0,0.0,1.0,3,3
831143.wav,uzbek_voice,Ayrim davlat xizmatlari ko'rsatishdagi to'lov miqdorlari kamaytiriladi.,Ayrim davlat xizmatlari ko'rsatishdagi to'lov miqdorlari kamaytiriladi.,0.0,Ayrim davlat xizmatlari ko'rsatishdagi to'lov miqdorlari kamaytiriladi.,Ayrim davlat xizmatlari ko'rsatishdagi to'lov miqdorlari kamaytiriladi.,0.0,0.0,1.0,7,7
457546.wav,uzbek_voice,Adme bugungi kunda muvaffaqiyat qozongan startaplar yaratuvchilarining rasmini yig'di.,Adme bugungi kunda muvaffaqiyat qozongan startaplar yaratuvchilarining rasmini yig'di.,0.0,Adme bugungi kunda muvaffaqiyat qozongan startaplar yaratuvchilarining rasmini yig'di.,Adme bugungi kunda muvaffaqiyat qozongan startaplar yaratuvchilarining rasmini yig'di.,0.0,0.0,1.0,9,9
126213.wav,uzbek_voice,O'zbekistonliklar xorijiy avtomobillarga kamroq pul sarflay boshladi.,O'zbekistonliklar xorijiy avtomobillarga kamroq pul sarflay boshladi.,0.0,O'zbekistonliklar xorijiy avtomobillarga kamroq pul sarflay boshladi.,O'zbekistonliklar xorijiy avtomobillarga kamroq pul sarflay boshladi.,0.0,0.0,1.0,7,7
72649.wav,uzbek_voice,O'zbekiston delegatsiyasining AQShga tashrifi davom etmoqda.,O'zbekiston delegatsiyasining AQSHga tashrifiy davom etmoqda.,0.3333,O'zbekiston delegatsiyasining AQShga tashrifi davom etmoqda.,O'zbekiston delegatsiyasining AQSHga tashrifiy davom etmoqda.,0.3333,0.0333,0.9752,6,6
449750.wav,uzbek_voice,Sud tomonidan korxona direktori qilmishiga yarasha jinoiy javobgarlikka tortildi.,Sud tomonidan korxona direktori qilmishiga yarasha jinoiy javobgarlikka tortildi.,0.0,Sud tomonidan korxona direktori qilmishiga yarasha jinoiy javobgarlikka tortildi.,Sud tomonidan korxona direktori qilmishiga yarasha jinoiy javobgarlikka tortildi.,0.0,0.0,1.0,9,9
common_voice_uz_28889060.wav,common_voice,"Internet ham bir xil, faqat shuni kattalashtirilgani.","Internet ham bir xil, faqat shuni kattalashtirilgani.",0.0,"Internet ham bir xil, faqat shuni kattalashtirilgani.","Internet ham bir xil, faqat shuni kattalashtirilgani.",0.0,0.0,1.0,7,7
common_voice_uz_28905678.wav,common_voice,"Raqibingiz, dushmaningizni yengsangiz g'ururlanmang.","Raqibingiz, dushmaningizni yengsangiz g'ururlanmang.",0.0,"Raqibingiz, dushmaningizni yengsangiz g'ururlanmang.","Raqibingiz, dushmaningizni yengsangiz g'ururlanmang.",0.0,0.0,1.0,4,4
common_voice_uz_29005353.wav,common_voice,"Buning qo'rquvi, hayajoni Falastin bilan o'yinda ham sezilib turdi.",Buning qo'rquvi hayajonini Falastin bilan o'yinda ham sezilib turdi.,0.2222,"Buning qo'rquvi, hayajoni Falastin bilan o'yinda ham sezilib turdi.",Buning qo'rquvi hayajonini Falastin bilan o'yinda ham sezilib turdi.,0.2222,0.0448,0.9778,9,9
common_voice_uz_28891604.wav,common_voice,"Tabiiy ravishda kuchsizroq jamoaga, chunki Qo'qonning goli o'yinni yanada qizitib yuborishi mumkin.","Tabiiy ravishda kuchsizroq jamoaga, chunki Qo'qonning goli o'yinini yanada qizdek yuborishi mumkin.",0.1667,"Tabiiy ravishda kuchsizroq jamoaga, chunki Qo'qonning goli o'yinni yanada qizitib yuborishi mumkin.","Tabiiy ravishda kuchsizroq jamoaga, chunki Qo'qonning goli o'yinini yanada qizdek yuborishi mumkin.",0.1667,0.0505,0.9596,12,12
common_voice_uz_28835065.wav,common_voice,Bemorlarimizni kasalxonalarga ko'rsata olmayapmiz.,bemorlarimizni kasalxonalarga ko'rsata olmayapmiz.,0.25,Bemorlarimizni kasalxonalarga ko'rsata olmayapmiz.,bemorlarimizni kasalxonalarga ko'rsata olmayapmiz.,0.25,0.02,0.98,4,4
common_voice_uz_28925250.wav,common_voice,"Buni soliq ham, o'sha tadbirkorning o'zi ham juda yaxshi va aniq biladi.",Buni soliq ham o'sha tadbirkorning o'zi ham juda yaxshi va aniq biladi.,0.0833,"Buni soliq ham, o'sha tadbirkorning o'zi ham juda yaxshi va aniq biladi.",Buni soliq ham o'sha tadbirkorning o'zi ham juda yaxshi va aniq biladi.,0.0833,0.0139,0.993,12,12
94671.wav,uzbek_voice,Men buni birinchi marta aytayotganim yo'q.,Men buni birinchi marta aytayotganim yo'q.,0.0,Men buni birinchi marta aytayotganim yo'q.,Men buni birinchi marta aytayotganim yo'q.,0.0,0.0,1.0,6,6
860107.wav,uzbek_voice,658 124,658 124,0.0,658 124,658 124,0.0,0.0,1.0,2,2
common_voice_uz_29516298.wav,common_voice,"Mening yulduzimda, yer atalmish mening sayyoramda kichkina shahzoda o'ksib-o'ksib yig'lar.",Mening yulduzimda yer atalmish mening sayyoramda kichkina shahzoda o'ksib-o'ksib yig'lar.,0.1,"Mening yulduzimda, yer atalmish mening sayyoramda kichkina shahzoda o'ksib-o'ksib yig'lar.",Mening yulduzimda yer atalmish mening sayyoramda kichkina shahzoda o'ksib-o'ksib yig'lar.,0.1,0.0111,0.9944,10,10
182010.wav,uzbek_voice,Iordaniya haqida aksariyat o'zbekistonlik tasavvurga ega emas.,Yordaniya haqida aksariyat o'zbekistonlik tasavvurga ega emas.,0.1429,Iordaniya haqida aksariyat o'zbekistonlik tasavvurga ega emas.,Yordaniya haqida aksariyat o'zbekistonlik tasavvurga ega emas.,0.1429,0.0161,0.9839,7,7
622417.wav,uzbek_voice,Ular shunchaki dvigatelning aylanish tezligini ko'paytirib qo'yishgan.,Ular shunchaki dvigatelning aylanish tezligini ko'paytirib qo'yishgan.,0.0,Ular shunchaki dvigatelning aylanish tezligini ko'paytirib qo'yishgan.,Ular shunchaki dvigatelning aylanish tezligini ko'paytirib qo'yishgan.,0.0,0.0,1.0,7,7
462252.wav,uzbek_voice,Biroq nima sababdan chempion jamoadan ketib qolganiga oydinlik kiritilmagan.,Biroq nima sababdan chempion jamoadan ketib qolganiga oydinlik kiritilmagan.,0.0,Biroq nima sababdan chempion jamoadan ketib qolganiga oydinlik kiritilmagan.,Biroq nima sababdan chempion jamoadan ketib qolganiga oydinlik kiritilmagan.,0.0,0.0,1.0,9,9
common_voice_uz_28901670.wav,common_voice,Bu narsaning bizga tug'ma bo'lgan.,Bu narsaning bizga to'g'ma bo'lgan.,0.2,Bu narsaning bizga tug'ma bo'lgan.,Bu narsaning bizga to'g'ma bo'lgan.,0.2,0.0588,0.9565,5,5
762657.wav,uzbek_voice,Germaniyada zavoddagi portlashda necha kishi halok bo'lganiga aniqlik kiritildi.,Germaniyada zavoddagi portlashda necha kishi halok bo'lganiga aniqlik kiritildi.,0.0,Germaniyada zavoddagi portlashda necha kishi halok bo'lganiga aniqlik kiritildi.,Germaniyada zavoddagi portlashda necha kishi halok bo'lganiga aniqlik kiritildi.,0.0,0.0,1.0,9,9
common_voice_uz_29554504.wav,common_voice,Biroq sen kitoblardagidek yozibsan.,Biroq sin kitoblardagidek yozibsan.,0.25,Biroq sen kitoblardagidek yozibsan.,Biroq sin kitoblardagidek yozibsan.,0.25,0.0286,0.9714,4,4
325861.wav,uzbek_voice,Quyida uning safar taassurotlari bilan tanishasiz.,Quyida uning safar taassurotlari bilan tanishasiz.,0.0,Quyida uning safar taassurotlari bilan tanishasiz.,Quyida uning safar taassurotlari bilan tanishasiz.,0.0,0.0,1.0,6,6
common_voice_uz_28913415.wav,common_voice,Tinchlikmi? Nima bo'ldi o'zi?,Tinchlikmi? Nima bo'ldi o'zi?,0.0,Tinchlikmi? Nima bo'ldi o'zi?,Tinchlikmi? Nima bo'ldi o'zi?,0.0,0.0,1.0,4,4
414878.wav,uzbek_voice,Yong'in oqibatida shoxobchadagi 9 ta idishning ustki qismi yonib zararlangan.,Yong'in oqibatida shoxobchadagi 9 ta idishning ustki qismi yonib zararlangan.,0.0,Yong'in oqibatida shoxobchadagi 9 ta idishning ustki qismi yonib zararlangan.,Yong'in oqibatida shoxobchadagi 9 ta idishning ustki qismi yonib zararlangan.,0.0,0.0,1.0,10,10
common_voice_uz_29385693.wav,common_voice,Qissa shaklida xalqqa ulashayotgan mualliflar paydo bo'ldi.,Qissa shaklida halqa ulashayotgan mualliflar paydo bo'ldi.,0.1429,Qissa shaklida xalqqa ulashayotgan mualliflar paydo bo'ldi.,Qissa shaklida halqa ulashayotgan mualliflar paydo bo'ldi.,0.1429,0.0339,0.9744,7,7
273589.wav,uzbek_voice,Ertalab tetiklikka qahvasiz erishish usullari.,Ertalab tetiklikka qahvasiz erishish usullari.,0.0,Ertalab tetiklikka qahvasiz erishish usullari.,Ertalab tetiklikka qahvasiz erishish usullari.,0.0,0.0,1.0,5,5
617700.wav,uzbek_voice,"Shuningdek, bir nechta budda ibodatxonalari yonganligi aniqlangan.","Shuningdek, bir nechta budda ibodatxonalari yonganligi aniqlangan.",0.0,"Shuningdek, bir nechta budda ibodatxonalari yonganligi aniqlangan.","Shuningdek, bir nechta budda ibodatxonalari yonganligi aniqlangan.",0.0,0.0,1.0,7,7
common_voice_uz_29491327.wav,common_voice,Biznes va aholi yangi sharoitlarga moslashmoqda.,Biznes va aholi yangi sharoitlarga moslashmoqda.,0.0,Biznes va aholi yangi sharoitlarga moslashmoqda.,Biznes va aholi yangi sharoitlarga moslashmoqda.,0.0,0.0,1.0,6,6
305085.wav,uzbek_voice,Biroq Gruziyaga qanday javob berilishini ochiqlamadi.,Biroq Gruziyaga qanday javob berilishini ochiqlanmadi.,0.1667,Biroq Gruziyaga qanday javob berilishini ochiqlamadi.,Biroq Gruziyaga qanday javob berilishini ochiqlanmadi.,0.1667,0.0189,0.9907,6,6
common_voice_uz_29987666.wav,common_voice,Qalbini nafrat egallagan uylanish haqida eshitishni ham xohlamasdi.,"Qalbini nafrat egallagan, uylanish haqida eshitishni ham xohlamasdi.",0.125,Qalbini nafrat egallagan uylanish haqida eshitishni ham xohlamasdi.,"Qalbini nafrat egallagan, uylanish haqida eshitishni ham xohlamasdi.",0.125,0.0149,0.9926,8,8
732927.wav,uzbek_voice,Davlat xizmatchilari har qanday turdagi mukofot va sovg'a olishiga taqiq o'rnatiladi.,Davlat xizmatchilari har qanday turdagi muqofot va sovg'a olishiga taqiq o'rnatiladi.,0.0909,Davlat xizmatchilari har qanday turdagi mukofot va sovg'a olishiga taqiq o'rnatiladi.,Davlat xizmatchilari har qanday turdagi muqofot va sovg'a olishiga taqiq o'rnatiladi.,0.0909,0.0118,0.9882,11,11
common_voice_uz_29433895.wav,common_voice,Shu sababli haydovchilarga boshqa aylanma yo'llar orqali harakatlanish tavsiya etilgan.,Shu sababli haydovchilarga boshqa aylanma yo'llar orqali harakatlanish tavsiya etilgan.,0.0,Shu sababli haydovchilarga boshqa aylanma yo'llar orqali harakatlanish tavsiya etilgan.,Shu sababli haydovchilarga boshqa aylanma yo'llar orqali harakatlanish tavsiya etilgan.,0.0,0.0,1.0,10,10
191389.wav,uzbek_voice,Toshkent metrosining ba'zi bekatlaridagi o'rindiqlar qayta ta'mirlanmoqda.,Toshkent metrosining ba'zi bekatlardagi o'rniqlar qayta ta'mirlanmoqda.,0.2857,Toshkent metrosining ba'zi bekatlaridagi o'rindiqlar qayta ta'mirlanmoqda.,Toshkent metrosining ba'zi bekatlardagi o'rniqlar qayta ta'mirlanmoqda.,0.2857,0.0405,0.9793,7,7
488316.wav,uzbek_voice,"Qizaloqning badanida ko'karishlar kuzatildi. Uning ko'ngli aynib, holsizlana boshladi.","Qizaloqning badanida ko'karishlar kuzatildi. Uning ko'ngli aynib, holsizlana boshladi.",0.0,"Qizaloqning badanida ko'karishlar kuzatildi. Uning ko'ngli aynib, holsizlana boshladi.","Qizaloqning badanida ko'karishlar kuzatildi. Uning ko'ngli aynib, holsizlana boshladi.",0.0,0.0,1.0,9,9
169946.wav,uzbek_voice,Sutkasiga ikki marta axborot almashinuvi amalga oshiriladi.,Sudkasiga ikki marta axborot almashinuvi amalga oshiriladi.,0.1429,Sutkasiga ikki marta axborot almashinuvi amalga oshiriladi.,Sudkasiga ikki marta axborot almashinuvi amalga oshiriladi.,0.1429,0.0169,0.9831,7,7
399273.wav,uzbek_voice,Bu narsalarning bittasi taomga tegishli islomning buyruqlari edi.,"Bu narsalarning bittasi taomga tegishli, islomning buyruqlari edi.",0.125,Bu narsalarning bittasi taomga tegishli islomning buyruqlari edi.,"Bu narsalarning bittasi taomga tegishli, islomning buyruqlari edi.",0.125,0.0154,0.9924,8,8
158817.wav,uzbek_voice,Okrug saylov komissiyalarining birinchi majlislari bo'lib o'tdi.,Okrug saylov komissiyalarining birinchi majlislari bo'lib o'tdi.,0.0,Okrug saylov komissiyalarining birinchi majlislari bo'lib o'tdi.,Okrug saylov komissiyalarining birinchi majlislari bo'lib o'tdi.,0.0,0.0,1.0,7,7
347454.wav,uzbek_voice,Uni esa boshqa bir o'smir telefonda videoga olgan.,Uni esa boshqa bir o'smir telefonda videoga olgan.,0.0,Uni esa boshqa bir o'smir telefonda videoga olgan.,Uni esa boshqa bir o'smir telefonda videoga olgan.,0.0,0.0,1.0,8,8
482030.wav,uzbek_voice,Prokuratura ko'magi bilan qisqa fursatda ushbu masalalar hal etildi.,Prokuratura ko'magi bilan qisqa fursatda ushbu masalalar hal etildi.,0.0,Prokuratura ko'magi bilan qisqa fursatda ushbu masalalar hal etildi.,Prokuratura ko'magi bilan qisqa fursatda ushbu masalalar hal etildi.,0.0,0.0,1.0,9,9
184022.wav,uzbek_voice,"Barcha raqiblarimiz haqida ma'lumotlar to'plab, o'rganib bormoqdamiz.","Barcha raqiblarimiz haqida ma'lumotlar to'plab, o'rganib bormoqdamiz.",0.0,"Barcha raqiblarimiz haqida ma'lumotlar to'plab, o'rganib bormoqdamiz.","Barcha raqiblarimiz haqida ma'lumotlar to'plab, o'rganib bormoqdamiz.",0.0,0.0,1.0,7,7
188484.wav,uzbek_voice,Kelgusida O'zbekistonga albatta oilamni ham olib kelaman.,Kelgusida O'zbekistonga albatta oilamni ham olib kelaman.,0.0,Kelgusida O'zbekistonga albatta oilamni ham olib kelaman.,Kelgusida O'zbekistonga albatta oilamni ham olib kelaman.,0.0,0.0,1.0,7,7
common_voice_uz_29337539.wav,common_voice,Ammo shu bilan birga sen ham keksasan.,Ammo shu bilan birga sen ham keksasan.,0.0,Ammo shu bilan birga sen ham keksasan.,Ammo shu bilan birga sen ham keksasan.,0.0,0.0,1.0,7,7
68457.wav,uzbek_voice,Bolalardan biri muassasada o'z otasini uchratdi.,Bolalardan biri muassasada o'z otasini uchratdi.,0.0,Bolalardan biri muassasada o'z otasini uchratdi.,Bolalardan biri muassasada o'z otasini uchratdi.,0.0,0.0,1.0,6,6
294476.wav,uzbek_voice,Bosh konsulxona mazkur fuqaro bilan bog'langan.,Bosh konsulxona mazkur fuqaro bilan bog'langan.,0.0,Bosh konsulxona mazkur fuqaro bilan bog'langan.,Bosh konsulxona mazkur fuqaro bilan bog'langan.,0.0,0.0,1.0,6,6
common_voice_uz_29315360.wav,common_voice,Koronavirus pandemiyasi sug'urta mukofotlari o'sishiga muhim omil bo'ldi.,Koronavirus pandemiyasi sug'urta mukofotlari o'sishiga muhim omil bo'ldi.,0.0,Koronavirus pandemiyasi sug'urta mukofotlari o'sishiga muhim omil bo'ldi.,Koronavirus pandemiyasi sug'urta mukofotlari o'sishiga muhim omil bo'ldi.,0.0,0.0,1.0,8,8
347778.wav,uzbek_voice,Kanadalik teleboshlovchining Los-Anjelesdagi uyidan aktyorning jasadi topildi.,Kanadalik teleboshlovchining Los-Anjelesdagi uydan aktyorning jasadi topildi.,0.1429,Kanadalik teleboshlovchining Los-Anjelesdagi uyidan aktyorning jasadi topildi.,Kanadalik teleboshlovchining Los-Anjelesdagi uydan aktyorning jasadi topildi.,0.1429,0.0128,0.9935,7,7
27744.wav,uzbek_voice,Bu mavsumdagi ikkinchi iste'fo.,Bu mavsumdagi ikkinchi iste'fo.,0.0,Bu mavsumdagi ikkinchi iste'fo.,Bu mavsumdagi ikkinchi iste'fo.,0.0,0.0,1.0,4,4
144778.wav,uzbek_voice,"Iqtidorli insonlar bor, lekin sabr bo'lmasligi mumkin.","Iqtidorli insonlar bor, lekin sabr bo'lmasligi mumkin.",0.0,"Iqtidorli insonlar bor, lekin sabr bo'lmasligi mumkin.","Iqtidorli insonlar bor, lekin sabr bo'lmasligi mumkin.",0.0,0.0,1.0,7,7
common_voice_uz_28892981.wav,common_voice,Gol urdi va oqibatda g'alaba qozondi.,Gol urdi va oqibatda g'alaba qozondi.,0.0,Gol urdi va oqibatda g'alaba qozondi.,Gol urdi va oqibatda g'alaba qozondi.,0.0,0.0,1.0,6,6
